Metrics,TF-IDF_4,TF-IDF_5,TF-IDF_6,TF-IDF_7,TF-IDF_8,TF-IDF_9,TF-IDF_10
silhouette_avg,0.115,0.11200000000000002,0.09833333333333334,0.13142857142857142,0.11500000000000002,0.13111111111111112,0.11300000000000002
purity_avg,0.725,0.772,0.7799999999999999,0.7785714285714286,0.7275,0.8144444444444444,0.756
db_index,2.7011813068152737,2.5845721193796307,2.969162779815188,2.603774209135143,3.2787780948416714,2.523097533721334,2.7899759716391763
vrc,54.69770700854631,51.412707939595066,40.43679197954761,41.87400427973414,35.478914754818895,34.39610244631022,32.83704802235717
adjusted_rand,0.4137483269692631,0.3762546885622116,0.26996086903973066,0.3205213412240964,0.3316644164824606,0.3168362396126784,0.291879786324886
v_measure,0.4926504478074243,0.49899341450713763,0.4473951354564432,0.47787567095853434,0.4482583245099409,0.4914558986494335,0.48074708684963646
fm_score,0.587226058918322,0.5415482126582661,0.45994170206770374,0.4900597005516525,0.49734362716375624,0.4854517453327668,0.46124980919414726
