Metrics,SBert_4,SBert_5,SBert_6,SBert_7,SBert_8,SBert_9,SBert_10
silhouette_avg,0.6524999886751175,0.6620000004768372,0.5850000033775965,0.5542857136045184,0.5175000000745058,0.512222225467364,0.4989999935030937
purity_avg,0.6675,0.718,0.7383333333333333,0.7528571428571429,0.76875,0.7255555555555556,0.767
db_index,0.654599848995397,0.5194141506497016,0.7093746897443287,0.7310467113544669,0.8064252149040287,0.7524614357872789,0.7296160098814305
vrc,847.2143350691003,1020.1395788684989,1158.5736849222121,1202.3505554826475,1175.0095028434073,1211.7576556209845,1248.7966740637944
adjusted_rand,0.5134643407652565,0.5893574883044451,0.389783154054028,0.3074517952725617,0.27311592348517993,0.27336126361754504,0.2399756390037234
v_measure,0.4842701277979601,0.5479597802579507,0.4902394544637064,0.46364073877801953,0.4585272940916344,0.4742278638522234,0.4746287149061297
fm_score,0.6734912439123059,0.7139311533348303,0.5489820350487247,0.47695058447174116,0.44537855971092793,0.4443910323549081,0.4126499357573764
